1, OUD-B-4, 44, Baby_C, R
1, PAS-B-1, 36, Money, R
1, PT-1hand:1-1970, 4, 1, R
1, STEL-A-36, 2, B, R
1, PT-1hand:1-743, 4, 1, L
1, PT-1hand-1540, 4, 1, L
1, VERGETEN-A-15, 14, O, R
1, VEEL-A-26, 23, Y, L
1, DOOF-A-160, 4, 1, R
1, EMPOWERMENT-4, 37, C_spread, R
1, PT-1hand-2633, 4, 1, R
1, MENS-39, 27, B_bent, R
1, PT-1hand:1-215, 4, 1, R
1, KLEIN-B-51, 10, I, R
1, VROEGER-A-18, 2, B, L
1, HOREN-A-61, 4, 1, L
1, PT-1hand-493, 4, 1, R
1, BRABANT-A, 37, C_spread, R
1, SLIM-A, 4, 1, R
1, GOED-A-139, 1, A, L
1, PT-1hand-2290, 4, 1, L
1, KIND-A-56, 2, B, L
1, VADER-B-5, 19, V, R
1, PT-1hand-3826, 4, 1, L
1, GOED-A-354, 1, A, R
1, PT-1hand-586, 4, 1, R
1, PT-1hand-4347, 4, 1, L
1, HEBBEN-A-27, 2, B, L
1, DOKTER-A-15, 41, V_curved, R
1, WAT-A-87, 4, 1, L
1, BALEN-C-2, 37, C_spread, R
1, PT-1hand-3682, 4, 1, L
1, TEKENEN-B-6, 18, T, R
1, GEHEIM-B-2, 2, B, L
1, PLAATS-A, 18, T, L
1, GOED-A-2, 1, A, R
1, PT-1hand:1-2620, 4, 1, R
1, PT-1hand-4046, 4, 1, R
1, PT-1hand:1-611, 4, 1, L
1, NIEUW-A-39, 45, Baby_beak, R
1, PT-1hand-4134, 4, 1, L
1, VEEL-A-32, 23, Y, R
1, ECHT-B-46, 9, N, R
1, ROEPEN-B-18, 38, B_curved, R
1, PT-Bhand:1-39, 2, B, L
1, WATER-C-2, 43, 5m, R
1, HOREN-A-75, 4, 1, L
1, PT-1hand-849, 4, 1, R
1, 1-A-12, 4, 1, R
1, PT-1hand:1-2699, 4, 1, L
1, NIEUW-B-51, 23, Y, L
1, AAN-JOU-12, 2, B, R
1, PT-1hand-1809, 4, 1, R
1, KUNNEN-A-152, 17, S, R
1, WAT-A-33, 4, 1, R
1, 1-A-61, 4, 1, R
1, KOMEN-C-12, 2, B, R
1, ABORTUS-A-15, 17, S, R
1, GAAN-69, 4, 1, R
1, PT-1hand-1209, 4, 1, R
1, ERG-A-81, 18, T, R
1, PT-1hand:1-1756, 4, 1, L
1, NU-A-175, 4, 1, R
1, WAT-B-6, 1, A, R
1, PT-1hand:1-2560, 4, 1, R
1, 1-A-214, 4, 1, L
1, PT-1hand:1-894, 4, 1, R
1, KOPEN-B-5, 36, Money, R
1, LUNCH, 12, L, R
1, PT-1hand-2986, 4, 1, R
1, WAT-A-82, 4, 1, R
1, KLEIN-A-35, 1, A, R
1, PT-1hand-4816, 4, 1, R
1, OOK-A-47, 2, B, R
1, BALEN-A-2, 17, S, R
1, NIET-A-161, 4, 1, R
1, PT-1hand-4199, 4, 1, R
1, HOREN-A-193, 4, 1, L
1, WEEK-2, 44, Baby_C, L
1, NAAM-G, 2, B, L
1, MOOI-A-8, 18, T, R
1, PT-1hand:1-116, 4, 1, L
1, PT-1hand:1-2355, 4, 1, L
1, PT-1hand-2956, 4, 1, R
1, PT-1hand-2977, 4, 1, L
1, PT-1hand-3219, 4, 1, L
1, MOE-B, 25, 5, R
1, JA-A-238, 23, Y, L
1, ALLEEN-A-13, 4, 1, R
1, PT-1hand:1-1145, 4, 1, R
1, SNUFFELEN-1, 9, N, L
1, PT-1hand-3355, 4, 1, L
1, KIJKEN-A-121, 19, V, L
1, PT-1hand-1716, 4, 1, R
1, LASAGNE-B-1, 30, 4, R
1, GOED-A-230, 1, A, R
1, PAKKEN-A-19, 25, 5, R
1, PT-1hand-3869, 4, 1, R
1, ANDERS-A-84, 1, A, R
1, MEER-A-37, 4, 1, L
1, PT-1hand:1-14, 4, 1, R
1, SCHROEVENDRAAIER-1, 36, Money, L
1, VERSTOPPEN-B-1, 2, B, R
1, ELKE-C-1, 2, B, R
1, OPNEMEN-A-31, 26, Beak_open, R
1, DINSDAG-A-2, 2, B, R
1, PT-1hand:1-1414, 4, 1, R
1, PT-1hand:1-1994, 4, 1, R
1, KRACHT-9, 17, S, L
1, DORP-9, 44, Baby_C, R
1, AAN-JOU-41, 2, B, R
1, RUIMTE-A-82, 25, 5, R
1, IEDEREEN-A-11, 1, A, R
1, OPNEMEN-A-70, 26, Beak_open, R
1, STEL-B-8, 4, 1, R
1, COMPUTER-A-3, 3, C, R
1, GOED-A-167, 1, A, L
1, PELIKAAN, 4, 1, R
1, 1-A-165, 4, 1, L
1, PT-1hand-2382, 4, 1, R
1, PT-1hand:1-477, 4, 1, L
1, HOND-B-6, 27, B_bent, R
1, #C-1, 3, C, R
1, POES-C-32, 45, Baby_beak, L
1, NIEUW-B-53, 23, Y, R
1, GAAN-72, 4, 1, R
1, PT-1hand:1-1481, 4, 1, R
1, DOOF-A-69, 4, 1, L
1, PT:down-30, 4, 1, R
1, KOMEN-A-23, 4, 1, L
1, THUIS-A-6, 18, T, R
1, LEUK-A-104, 16, Baby_beak_open, L
1, GOED-A-77, 1, A, L
1, VROEGER-A-83, 2, B, R
1, PT-1hand-2349, 4, 1, L
1, MOOI-A-130, 18, T, R
1, VAN-A-35, 2, B, R
1, KRACHT-50, 17, S, R
1, NIEUW-A-11, 45, Baby_beak, L
1, PT-1hand:1-1147, 4, 1, R
1, PT-1hand-36, 4, 1, R
1, MEER-A-30, 4, 1, R
1, BANG-A-2, 4, 1, R
1, JAAR-A-4, 10, I, L
1, ROEPEN:1-8, 27, B_bent, R
1, ERG-A-31, 18, T, L
1, ECHT-B-22, 9, N, R
1, PT-1hand-1302, 4, 1, R
1, WATER-A-20, 25, 5, R
1, KUNNEN-A-264, 17, S, R
1, VOS-B-5, 42, Beak, R
1, PT-1hand-3275, 4, 1, L
1, VEEL-A-14, 23, Y, R
1, PT-1hand:1-615, 4, 1, L
1, PT-1hand-2650, 4, 1, L
1, BEDOELEN-33, 4, 1, R
1, PT-1hand-4533, 4, 1, L
1, ANDERS-A-70, 1, A, R
1, PT-1hand:1-913, 4, 1, R
1, PT-1hand-1759, 4, 1, R
1, PT-1hand-4166, 4, 1, L
1, HOREN-A-219, 4, 1, R
1, EIGEN-A-6, 3, C, L
1, SENSEO-B-5, 41, V_curved, R
1, PT-1hand-2991, 4, 1, R
1, GEVEN-A-8, 36, Money, R
1, PT-1hand-986, 4, 1, R
1, PT-1hand-4331, 4, 1, R
1, NU-A-137, 4, 1, R
1, KIJKEN-A-74, 19, V, R
1, EMPOWERMENT-7, 37, C_spread, R
1, BIJ-A-4, 26, Beak_open, L
1, DOOF-A-167, 4, 1, L
1, GOED-A-119, 1, A, R
1, PT-1hand-784, 4, 1, R
1, NIET-A-153, 4, 1, L
1, PRATEN-D-3, 18, T, R
1, TELHAND+2-B-7, 12, L, L
1, JA-A-328, 23, Y, R
1, 4-A-27, 30, 4, R
1, JA-A-268, 23, Y, R
1, PT-1hand-2664, 4, 1, R
1, BEDOELEN-116, 4, 1, R
1, PROMOTIE-B, 4, 1, R
1, NAAM-C-1, 18, T, L
1, KOMEN-A-110, 4, 1, L
1, PT-1hand-2372, 4, 1, R
1, PT-1hand:1-1073, 4, 1, R
1, OP-C-1, 26, Beak_open, R
1, PT-1hand-4441, 4, 1, R
1, KLEUR-A-4, 38, B_curved, R
1, PT-1hand-658, 4, 1, R
1, PT-1hand-20, 4, 1, L
1, KIJKEN-A-256, 19, V, L
1, REGIO-B-16, 37, C_spread, L
1, GRONINGEN-25, 37, C_spread, R
1, PT-1hand:1-1743, 4, 1, L
1, PT:down-84, 4, 1, R
1, #L-9, 12, L, R
1, CHICAGO-1, 3, C, R
1, #I-12, 10, I, R
1, GEEL-C-7, 45, Baby_beak, R
1, KIJKEN-A-111, 19, V, R
1, 1-A-25, 4, 1, L
1, STIJF-B-2, 4, 1, L
1, MAANDAG-B-2, 13, M, L
1, ALS-A-13, 16, Baby_beak_open, L
1, JOHAN-ROS-1, 23, Y, R
1, TIJD-A-5, 4, 1, L
1, PT-1hand-3664, 4, 1, L
1, PT-1hand-3060, 4, 1, R
1, #V-2, 19, V, L
1, OPGELUCHT-A-1, 9, N, R
1, DOOF-B-11, 9, N, R
1, DENKEN-28, 4, 1, R
1, OMA-A-4, 13, M, L
1, PT-1hand:1-1363, 4, 1, R
1, NIET-A-51, 4, 1, R
1, 1-A-192, 4, 1, R
1, NIET-A-185, 4, 1, R
1, HOUDEN-VAN-19, 2, B, R
1, NU-A-112, 4, 1, R
1, PT-1hand-4981, 4, 1, L
1, JUNI-A, 2, B, R
1, NU-A-43, 4, 1, L
1, KUNNEN-A-369, 17, S, R
1, PT-1hand-1086, 4, 1, R
1, GAAN-128, 4, 1, L
1, POES-C-25, 45, Baby_beak, R
1, PT-1hand:1-2499, 4, 1, L
1, PT-1hand:1-89, 4, 1, L
1, PT-1hand-3743, 4, 1, L
1, PT-1hand:1-2354, 4, 1, L
1, PT-1hand-831, 4, 1, R
1, KRIJGEN-B, 2, B, L
1, HEBBEN-A-53, 2, B, R
1, GRONINGEN-35, 37, C_spread, R
1, OOK-A-93, 2, B, R
1, BEL-1, 36, Money, R
1, PT-1hand-3132, 4, 1, L
1, AAP-37, 27, B_bent, L
1, GOED-A-134, 1, A, R
1, IJS-A-2, 17, S, R
1, PT-1hand-2711, 4, 1, R
1, VERWARD-A-10, 25, 5, R
1, MAN-A-57, 26, Beak_open, L
1, PT-1hand-1275, 4, 1, L
1, PT-1hand:1-1712, 4, 1, R
1, SUBSIDIE-A-2, 36, Money, R
1, ANDERS-B-47, 23, Y, R
1, ALS-B-27, 23, Y, R
1, PT-1hand-2578, 4, 1, R
1, DOOF-A-184, 4, 1, R
1, MARKER, 18, T, R
1, NIET-A-26, 4, 1, R
1, VINDEN-A-46, 2, B, L
1, LISSA-ZEVIAR, 12, L, R
1, PT-1hand:1-408, 4, 1, L
1, HOREN-A-25, 4, 1, R
1, DEEL-A-6, 44, Baby_C, R
1, LEUK-A-96, 16, Baby_beak_open, R
1, ERG-A-20, 18, T, R
1, PT-Bhand:1-9, 2, B, R
1, PT:down-52, 4, 1, R
1, PRATEN-C-19, 18, T, R
1, VINDEN-A-6, 2, B, R
1, GAAN-31, 4, 1, R
1, ELLEBOOG, 4, 1, L
1, PT-1hand-1299, 4, 1, R
1, KOMEN-C-13, 2, B, R
1, ERKENNEN-B-3, 9, N, L
1, OPSTUREN-A-1, 40, Beak_spread, L
1, PT-1hand-5031, 4, 1, L
1, PT-1hand-2385, 4, 1, L
1, PT-1hand-3899, 4, 1, R
1, PT-1hand:1-102, 4, 1, L
1, PT-1hand:1-635, 4, 1, L
1, PT-1hand-1755, 4, 1, R
1, PT-1hand:1-1332, 4, 1, R
1, SCHOOL-A-92, 18, T, L
1, KUNNEN-A-179, 17, S, R
1, DOOF-C-62, 4, 1, R
1, PT-1hand-4941, 4, 1, R
1, KATHOLIEK-C, 38, B_curved, L
1, ANDERS-B-33, 23, Y, L
1, LAND-A-5, 27, B_bent, L
1, KIND-A-86, 2, B, R
1, GROMMEN-14, 37, C_spread, R
1, SENSEO-E-2, 41, V_curved, R
1, ROGGE, 4, 1, R
1, ERG-A-25, 18, T, R
1, DOOF-A-119, 4, 1, L
1, PT-1hand:1-303, 4, 1, R
1, JA-A-6, 23, Y, L
1, PT-1hand-2003, 4, 1, L
1, LIJST-B-1, 44, Baby_C, R
1, PT-1hand:1-2500, 4, 1, L
1, PECH-A, 3, C, R
1, DAN-A-110, 4, 1, R
1, GEHOORAPPARAAT-A-6, 22, 1_curved, R
1, PT-1hand-555, 4, 1, L
1, DAN-A-79, 4, 1, R
1, GEVEN-B-7, 2, B, R
1, NA-B-1, 2, B, L
1, PT-1hand-2967, 4, 1, R
1, OCHTEND-A, 2, B, L
1, DOOF-C-89, 4, 1, R
1, PT-1hand-1153, 4, 1, L
1, PT-1hand:1-2106, 4, 1, R
1, GOED-A-193, 1, A, R
1, HOEFT-NIET-A-3, 18, T, R
1, VAN-B-18, 2, B, R
1, BEJAARD-2, 17, S, R
1, PT-1hand:1-2497, 4, 1, R
1, PT-1hand-3347, 4, 1, R
1, DENKEN-38, 4, 1, R
1, CREATIEF-2, 3, C, L
1, VRAAGTEKEN, 4, 1, L
1, SENSEO-C, 3, C, L
1, PT-1hand-4694, 4, 1, R
1, LOSLATEN-A-1, 14, O, L
1, SLAAN-A-8, 36, Money, L
1, OUD-A-14, 17, S, R
1, TWEEEN-A-26, 19, V, R
1, PT-1hand:1-668, 4, 1, R
1, JA-A-318, 23, Y, R
1, BALEN-B-2, 37, C_spread, R
1, BELANGRIJK-A-6, 4, 1, R
1, PT-1hand:1-1957, 4, 1, L
1, VADER-A-16, 4, 1, R
1, PT-1hand-739, 4, 1, L
1, VAN-A-1, 2, B, L
1, PT-1hand-4344, 4, 1, R
1, ALS-B-7, 23, Y, L
1, KIJKEN-A-51, 19, V, R
1, PT-1hand-4591, 4, 1, R
1, GRONINGEN-11, 37, C_spread, R
1, PT-1hand:1-62, 4, 1, L
1, VER-20, 4, 1, L
1, NIEUW-A-64, 45, Baby_beak, L
1, LEEUW-B-6, 37, C_spread, L
1, GOED-A-325, 1, A, R
1, PT-1hand:1-2463, 4, 1, R
1, KUNNEN-A-257, 17, S, L
1, PT-1hand-201, 4, 1, L
1, KLOPT-E-2, 2, B, R
1, PT:down-96, 4, 1, R
1, PRATEN-A-101, 26, Beak_open, R
1, DOOF-A-210, 4, 1, R
1, VREEMD-A-2, 1, A, L
1, PT-1hand-4058, 4, 1, R
1, 2-A-94, 19, V, R
1, EVEN-DENKEN-D-61, 2, B, L
1, DOOF-C-75, 4, 1, R
1, PT-1hand-2796, 4, 1, L
1, BANG-A-9, 4, 1, L
1, PT-1hand:1-2414, 4, 1, L
1, PT-1hand:1-2470, 4, 1, R
1, PT-1hand-3595, 4, 1, L
1, PT-1hand-4116, 4, 1, L
1, JA-A-305, 23, Y, R
1, MEE-EENS-A-22, 9, N, L
1, PT-1hand:1-1430, 4, 1, R
1, GOED-A-304, 1, A, R
1, HEBBEN-A-16, 2, B, R
1, HEBBEN-A-92, 2, B, R
1, PT-1hand-3184, 4, 1, L
1, DOEN-B, 21, W, R
1, NIET-A-27, 4, 1, L
1, PT-1hand-2309, 4, 1, R
1, BALEN-A-3, 17, S, R
1, EMBRYO-1, 14, O, L
1, NEUS-1, 4, 1, L
1, DAN-A-55, 4, 1, L
1, PT-1hand:1-2102, 4, 1, R
1, PT-1hand-3922, 4, 1, L
1, PT-1hand-2836, 4, 1, R
1, NU-A-139, 4, 1, R
1, GAAN-19, 4, 1, L
1, GOED-A-282, 1, A, L
1, PAKKEN-A-31, 25, 5, L
1, KLOPT-B-6, 9, N, R
1, OUDERS-A-4, 4, 1, R
1, POES-C-48, 45, Baby_beak, L
1, VOOR-D-28, 4, 1, R
1, PT-1hand-1064, 4, 1, L
1, OOK-A-17, 2, B, R
1, HERINNEREN-C, 4, 1, R
1, PT-1hand:1-818, 4, 1, R
1, MEER-A-88, 4, 1, R
1, ROOD-3, 4, 1, R
1, KLEIN-B-70, 10, I, L
1, EERLIJK-B-4, 9, N, L
1, GOED-A-342, 1, A, R
1, PT-1hand-2764, 4, 1, R
1, JA-A-126, 23, Y, R
1, PT-1hand-3357, 4, 1, R
1, PT-1hand:1-249, 4, 1, L
1, NIET-A-104, 4, 1, R
1, MOETEN-A-101, 4, 1, R
1, VROEGER-A-143, 2, B, R
1, KLOPT-F, 36, Money, R
1, PT-1hand-256, 4, 1, R
1, PAS-A-23, 27, B_bent, R
1, NU-A-83, 4, 1, L
1, LEUK-A-83, 16, Baby_beak_open, R
1, OOK-A-49, 2, B, R
1, KLOPT-B-1, 9, N, R
1, HEBBEN-A-19, 2, B, L
1, PT-1hand-3940, 4, 1, L
1, 16-A, 1, A, R
1, PT-1hand-1405, 4, 1, R
1, PT-1hand-1782, 4, 1, R
1, CI-F, 22, 1_curved, R
1, PT-1hand:1-227, 4, 1, R
1, WEG-B-14, 2, B, L
1, PT-1hand:1-1473, 4, 1, R
1, PT-1hand-1194, 4, 1, R
1, AANWEZIG-B, 25, 5, L
1, BRENGEN-3, 17, S, R
1, PT-1hand:1-1555, 4, 1, L
1, PT-1hand-3742, 4, 1, R
1, PT-1hand-2974, 4, 1, R
1, KOMEN-C-11, 2, B, L
1, PT-1hand-1059, 4, 1, R
1, SNEL-A, 4, 1, R
1, SCHOOL-A-65, 18, T, R
1, DOOF-D-3, 9, N, R
1, PT-1hand-3714, 4, 1, R
1, VROEGER-A-116, 2, B, L
1, PT-1hand-3553, 4, 1, R
1, DOOF-B-74, 9, N, L
1, FOEI-11, 4, 1, R
1, HOND-B-3, 27, B_bent, R
1, PROCENT-D, 22, 1_curved, R
1, WHISKEY-B, 21, W, L
1, #L-10, 12, L, L
1, #K, 11, K, R
1, 1-A-123, 4, 1, L
1, EIGENLIJK-2, 25, 5, R
1, DING-2, 44, Baby_C, R
1, SCHOOL-A-94, 18, T, R
1, GEWOON-A-64, 4, 1, L
1, KIND-A-84, 2, B, R
1, PT-1hand-619, 4, 1, R
1, PT-1hand-993, 4, 1, L
1, SCHOOL-A-38, 18, T, R
1, PT-1hand:1-1802, 4, 1, R
1, PT-1hand:1-2460, 4, 1, R
1, PT-1hand-1819, 4, 1, L
1, MEI-A, 44, Baby_C, R
1, PT-1hand-4424, 4, 1, R
1, 3-B-43, 29, 3, R
1, PT-1hand-3741, 4, 1, R
1, DAN-A-165, 4, 1, R
1, PT-1hand-1714, 4, 1, L
1, PT-1hand-3802, 4, 1, R
1, PT-1hand:1-1141, 4, 1, R
1, BIJ-A-21, 26, Beak_open, R
1, PT-1hand-1268, 4, 1, R
1, PT-1hand-2185, 4, 1, R
1, PT-1hand:1-171, 4, 1, L
1, EERST-15, 4, 1, L
1, PRATEN-A-61, 26, Beak_open, R
1, NIEUW-A-51, 45, Baby_beak, R
1, PT-1hand-2908, 4, 1, R
1, PT-1hand:1-2656, 4, 1, R
1, LIEF-B-8, 2, B, L
1, PT-1hand-5067, 4, 1, L
1, HALT-7, 2, B, R
1, STEL-B-7, 4, 1, R
1, PT-1hand-464, 4, 1, R
1, VERWARD-A-5, 25, 5, L
1, PT-1hand-3785, 4, 1, L
1, MENS-33, 27, B_bent, R
1, MOETEN-A-149, 4, 1, R
1, AANBELLEN-3, 1, A, L
1, NOG-A-16, 9, N, L
1, STRIJKEN, 17, S, R
1, VROEGER-A-44, 2, B, R
1, SENSEO-B-12, 41, V_curved, R
1, ETEN-A-11, 36, Money, R
1, IDEE-15, 4, 1, R
1, 2-A-24, 19, V, R
1, WAT-A-34, 4, 1, R
1, VERZOEKEN-7, 2, B, R
1, TENNIS-B, 2, B, L
1, ORAAL-A-23, 41, V_curved, R
1, WAT-A-49, 4, 1, L
1, ALS-B-33, 23, Y, L
1, PT-Bhand:1-37, 2, B, L
1, PT-1hand-29, 4, 1, R
1, PT-1hand:1-1328, 4, 1, R
1, PT-1hand:1-130, 4, 1, R
1, PT-1hand:1-2253, 4, 1, L
1, GOED-A-390, 1, A, R
1, KIJKEN-A-219, 19, V, L
1, PT-1hand-1223, 4, 1, R
1, GA-MAAR-16, 2, B, L
1, IN-G, 38, B_curved, L
1, GEMEENTE, 44, Baby_C, R
1, PT-1hand-4143, 4, 1, R
1, RITS-3, 36, Money, R
1, PT-1hand:1-2381, 4, 1, L
1, JONG-A-23, 2, B, R
1, SLAAN-B-2, 2, B, R
1, LORI-WHYNOT-1, 12, L, R
1, PT-1hand-899, 4, 1, R
1, GOED-A-378, 1, A, R
1, VOS-B-8, 42, Beak, L
1, PT-1hand-3939, 4, 1, R
1, KIJKEN-A-193, 19, V, L
1, MOORD-A, 36, Money, R
1, HOREN-B-28, 19, V, R
1, PT-1hand-877, 4, 1, R
1, 2-A-76, 19, V, L
1, PT:up-33, 4, 1, R
1, ORAAL-B-10, 4, 1, L
1, PT-1hand-3827, 4, 1, L
1, GOED-A-69, 1, A, R
1, PT-1hand-2632, 4, 1, R
1, NEE-B-10, 25, 5, R
1, NIET-A-71, 4, 1, R
1, LAND-A-12, 27, B_bent, L
1, PT-1hand-2143, 4, 1, R
1, LEUK-A-65, 16, Baby_beak_open, R
1, KUNNEN-A-317, 17, S, L
1, PT-1hand-3239, 4, 1, L
1, PT-1hand-852, 4, 1, R
1, WATER-B-2, 59, 5r, R
1, JONG-A-26, 2, B, R
1, VOOR-D-2, 4, 1, R
1, GOED-A-285, 1, A, R
1, PT-1hand-3041, 4, 1, R
1, ANDERS-A-67, 1, A, L
1, MEER-C-2, 18, T, L
1, PT-1hand-1071, 4, 1, L
1, GOED-A-39, 1, A, R
1, STEL-A-33, 2, B, R
1, MEE-84, 17, S, L
1, VAN-A-88, 2, B, L
1, GOED-A-314, 1, A, L
1, MIS-A, 1, A, R
1, DOOF-A-40, 4, 1, R
1, PT-1hand:1-1505, 4, 1, L
1, PT-1hand-2345, 4, 1, R
1, NACHT-1, 38, B_curved, R
1, PT-1hand:1-1790, 4, 1, R
1, DOOF-A-187, 4, 1, R
1, PT-1hand:1-499, 4, 1, R
1, PT-1hand-1777, 4, 1, L
1, PT-1hand-3462, 4, 1, L
1, SLIM-A-1, 4, 1, R
1, MOE-A-5, 27, B_bent, L
1, PT-1hand:1-786, 4, 1, L
1, PT-1hand-1970, 4, 1, R
1, PT-1hand:1-1897, 4, 1, L
1, BLIJKEN-B, 44, Baby_C, R
1, PT-1hand-2415, 4, 1, L
1, NU-A-123, 4, 1, R
1, 14-A-3, 30, 4, R
1, PT-arc-9, 4, 1, R
1, PT-1hand-3244, 4, 1, R
1, PT-1hand-1126, 4, 1, L
1, #U, 9, N, R
1, PROBEREN-A-31, 9, N, L
1, PT-1hand-5099, 4, 1, R
1, KUNNEN-A-66, 17, S, R
1, PT-1hand-2284, 4, 1, R
1, WAT-B-47, 1, A, R
1, VANDAAR-A-25, 27, B_bent, R
1, LAND-A-1, 27, B_bent, L
1, BLIND-E-9, 26, Beak_open, R
1, PT:up-69, 4, 1, L
1, PT-1hand-4516, 4, 1, L
1, DOOF-C-9, 4, 1, R
1, NU-A-93, 4, 1, R
1, DINSDAG-A-3, 2, B, R
1, PT-1hand:1-1215, 4, 1, L
1, PT-1hand:1-785, 4, 1, L
1, SNUFFELEN-4, 9, N, L
1, KUNNEN-A-212, 17, S, L
1, PT-1hand:1-2277, 4, 1, L
1, PT-1hand-1310, 4, 1, R
1, MOOI-A-62, 18, T, R
1, PT-1hand-4336, 4, 1, R
1, VROEGER-A-22, 2, B, R
1, VOS-B-1, 42, Beak, L
1, HOEFT-NIET-A-22, 18, T, L
1, KOMEN-A-65, 4, 1, R
1, BOREN-A, 4, 1, R
1, HOREN-A-41, 4, 1, R
1, PT-1hand-1578, 4, 1, R
1, 2-A-80, 19, V, L
1, VROUW-B-5, 45, Baby_beak, R
1, PT-1hand-1568, 4, 1, L
1, PT-1hand:1-86, 4, 1, L
1, DAG-6, 4, 1, R
1, PT-1hand-3868, 4, 1, R
1, SCHAKELAAR, 18, T, R
1, VOORZIENINGEN-3, 19, V, L
1, PT-Bhand:1-1, 2, B, L
1, ZELFMOORD-A, 1, A, L
1, PT-1hand-2640, 4, 1, L
1, GAAN-91, 4, 1, L
1, BOF, 37, C_spread, R
1, PT-1hand:1-2370, 4, 1, R
1, MOE-A-3, 27, B_bent, R
1, PAS-A-9, 27, B_bent, L
1, LACHEN-D-2, 38, B_curved, L
1, PT-1hand-4959, 4, 1, R
1, WEG-B-35, 2, B, R
1, OPGELUCHT-A-4, 9, N, R
1, SLOVENIE-2, 9, N, R
1, PT-1hand:1-752, 4, 1, L
1, STEL-A-37, 2, B, L
1, BUITEN-C-2, 18, T, R
1, PT-1hand:1-2147, 4, 1, R
1, JA-A-177, 23, Y, R
1, JA-A-150, 23, Y, R
1, PT-1hand-3373, 4, 1, R
1, PT-1hand-3435, 4, 1, L
1, NAAST-5, 2, B, R
1, PT-1hand-2264, 4, 1, R
1, BEDRIEGEN-1, 22, 1_curved, R
1, PT-1hand-1380, 4, 1, L
1, ALS-B-28, 23, Y, R
1, PT-1hand:1-25, 4, 1, R
1, GEZICHT-A-6, 4, 1, R
1, PT-1hand-3444, 4, 1, R
1, HOREN-B-2, 19, V, R
1, PT-1hand-4972, 4, 1, R
1, WASSEN-B-2, 17, S, R
1, SLAAN-A-12, 36, Money, R
1, BELANGRIJK-A, 4, 1, R
1, FILMEN-A-6, 12, L, L
1, FEEDBACK, 2, B, R
1, JA-A-161, 23, Y, R
1, VERWARD-A-13, 25, 5, R
1, ENKHUIZEN, 29, 3, L
1, PT-1hand-419, 4, 1, L
1, PT-1hand:1-903, 4, 1, R
1, GEEL-B-2, 14, O, L
1, SEPTEMBER-B-1, 17, S, R
1, PT-1hand-2447, 4, 1, R
1, PT-1hand-2049, 4, 1, R
1, PT-1hand:1-531, 4, 1, R
1, NEE-B-17, 25, 5, L
1, PT-1hand-2053, 4, 1, L
1, 2-A-111, 19, V, R
1, SLAPEN-D-1, 2, B, R
1, KRACHT-26, 17, S, R
1, PT-1hand-109, 4, 1, R
1, REGELMATIG-A-2, 4, 1, R
1, PT-1hand:1-362, 4, 1, R
1, PROBEREN-B-3, 22, 1_curved, L
1, LEUK-A-84, 16, Baby_beak_open, L
1, AFPAKKEN-1, 25, 5, R
1, PT-1hand:1-999, 4, 1, R
1, TOEVALLIG-A-2, 16, Baby_beak_open, R
1, PT-1hand-3142, 4, 1, R
1, BIOLOGIE-B-1, 2, B, R
1, WATER-A-27, 25, 5, L
1, KIJKEN-A-6, 19, V, R
1, WAT-B-37, 1, A, R
1, MAMA-11, 13, M, L
1, PT-1hand-838, 4, 1, L
1, NU-A-76, 4, 1, R
1, MAAT-SAGITTAAL-A, 44, Baby_C, L
1, #W-5, 21, W, R
1, PT-1hand-408, 4, 1, L
1, DOOF-B-94, 9, N, R
1, PT-1hand-3632, 4, 1, R
1, SCHOOL-A-29, 18, T, R
1, IEDEREEN-A-3, 1, A, R
1, GOED-A-335, 1, A, R
1, PT-1hand:1-1386, 4, 1, R
1, SENSEO-A-2, 41, V_curved, R
1, PT-1hand:1-2039, 4, 1, R
1, KUNNEN-A-159, 17, S, R
1, DUITSLAND-A-4, 4, 1, R
1, INSEMINEREN, 42, Beak, R
1, PT-1hand-2704, 4, 1, R
1, PT-1hand-511, 4, 1, L
1, DOOF-A-52, 4, 1, R
1, PT-1hand:1-705, 4, 1, R
1, JA-A-139, 23, Y, R
1, PT-1hand-3590, 4, 1, R
1, PT-1hand-2722, 4, 1, R
1, KINDERACHTIG-B-1, 27, B_bent, R
1, 2-A-59, 19, V, R
1, PT-1hand:1-1076, 4, 1, R
1, NIEUW-A-17, 45, Baby_beak, R
1, MENS-57, 27, B_bent, R
1, ALS-A-11, 16, Baby_beak_open, R
1, PAKKEN-A-9, 25, 5, L
1, MENS-47, 27, B_bent, L
1, OMDAT-A-34, 17, S, R
1, PT-1hand-465, 4, 1, R
1, EERST-29, 4, 1, L
1, PT-1hand-2938, 4, 1, R
1, PT-1hand-4005, 4, 1, L
1, PT-1hand-4970, 4, 1, R
1, PIJP, 44, Baby_C, R
1, GOOIEN-A-5, 17, S, R
1, PT-1hand-2843, 4, 1, L
1, REGIO-B-15, 37, C_spread, R
1, HOOG, 27, B_bent, R
1, PT-1hand-427, 4, 1, R
1, ABONNEMENT-A, 3, C, L
1, 50-A-2, 25, 5, R
1, VREEMD-B-3, 23, Y, L
1, JOURNAAL-A, 23, Y, R
1, KLAGEN-C, 37, C_spread, R
1, NIET-A-152, 4, 1, R
1, PT-1hand:1-1631, 4, 1, R
1, DENKEN-124, 4, 1, R
1, ERG-A-56, 18, T, R
